level,category,ex_top,kanji,ex_bottom,yomi
three,yomi,世間に,衝撃,が走る。,しょうげき
three,yomi,金品が,強奪,された。,ごうだつ
three,yomi,,山岳,地域に住む民族だ。,さんがく
three,yomi,提出された作文を,添削,する。,てんさく
three,yomi,彼は大いに,悔悟,している。,かいご
three,yomi,社員のために,慰安,旅行を企画する。,いあん
three,yomi,,不穏,な動きがみられる。,ふおん
three,yomi,彼は,倹約,家だ。,けんやく
three,yomi,,刑期,が伸びてしまった。,けいき
three,yomi,資料の作成を,嘱託,する。,しょくたく
three,yomi,重要な問題について,審議,する。,しんぎ
three,yomi,学校から,除籍,処分を受けた。,じょせき
three,yomi,犯人は,錯乱,しているようだ。,さくらん
three,yomi,不良,債権,を処理する。,さいけん
three,yomi,政治に,携わる,ものとしてあり得ない。,たずさわる
three,yomi,彼は礼儀を知らない,野蛮,人だ。,やばん
three,yomi,大根を,卸す,。,おろす
three,yomi,私は,水墨画,を描くのが好きです。,すいぼくが
three,yomi,何度も,催促,された。,さいそく
three,yomi,恩師から,激励,の言葉をいただく。,げきれい
three,yomi,運命は彼らの,掌中,にある。,しょうちゅう
three,yomi,,暫時,の間お待ちください。,ざんじ
three,yomi,傷口の,縫合,手術を行う。,ほうごう
three,yomi,大都市の,近郊,に住む。,きんこう
three,yomi,地表が一部,隆起,している。,りゅうき
three,yomi,やっと,昇進,できた。,しょうしん
three,yomi,落ちぶれて,零落,していった。,れいらく
three,yomi,走る前に,屈伸,運動をする。,くっしん
three,yomi,旅を,満喫,してください。,まんきつ
three,yomi,,原子炉,の運転を再開する。,げんしろ
three,yomi,,花婿,の付添人になる。,はなむこ
three,yomi,あのような事態に,慨嘆,している。,がいたん
three,yomi,物品にはそれぞれ,精粗,がある。,せいそ
three,yomi,,険阻,な山道を歩く。,けんそ
three,yomi,あちらの窓口で,申請,してください。,しんせい
three,yomi,,宴席,でスピーチする。,えんせき
three,yomi,周囲には,既知,の事実だ。,きち
three,yomi,,墾田,永年私財法が施行された。,こんでん
three,yomi,私に異議はなく、,翻意,することもありません。,ほんい
three,yomi,,団塊,の世代が退職していった。,だんかい
three,yomi,船が,海峡,を通過する。,かいきょう
three,yomi,,邪魔,しないでください。,じゃま
three,yomi,壁を,塗装,する。,とそう
three,yomi,それは,酵素,の働きによるものだ。,こうそ
three,yomi,彼は,商魂,たくましく、自社の商品をなんとしても売ろうとする。,しょうこん
three,yomi,議員による職権,濫用,が問題となっている。,らんよう
three,yomi,証人として,喚問,される。,かんもん
three,yomi,大量のアルコールを,摂取,する。,せっしゅ
three,yomi,,騎手,は体重が軽い。,きしゅ
three,yomi,彼が人気の,覆面,レスラーだ。,ふくめん
three,yomi,村の,猟師,として生きていく。,りょうし
three,yomi,接戦の末、一点差で,辛勝,した。,しんしょう
three,yomi,同様の,処遇,を受けた。,しょぐう
three,yomi,週末は趣味に,没頭,しています。,ぼっとう
three,yomi,無実の罪で,投獄,される。,とうごく
three,yomi,,稚魚,を放流する。,ちぎょ
three,yomi,沼地や,湿原,を歩き続ける。,しつげん
three,yomi,,盗賊,に襲われた。,とうぞく
three,yomi,相手の意向を,瀬踏み,しておく。,せぶみ
three,yomi,彼は,抽象,的な絵が好きだった。,ちゅうしょう
three,yomi,,緩急,をつけたピッチングだ。,かんきゅう
three,yomi,彼女の,卓抜,な才能を証明する。,たくばつ
three,yomi,予想外の出来事に,遭遇,した。,そうぐう
three,yomi,ここは,駐車,禁止ですよ。,ちゅうしゃ
three,yomi,頼まれていた資料の作成が,完了,しました。,かんりょう
three,yomi,,超人,的な聴力を持つ。,ちょうじん
three,yomi,この商品は,冷凍,して保存してください。,れいとう
three,yomi,,弱冠,２１歳での発明であった。,じゃっかん
three,yomi,,虚勢,を張っているのはばれているぞ。,きょせい
three,yomi,,双方,ともに非がある。,そうほう
three,yomi,,種痘,はもう受けました。,しゅとう
three,yomi,展開は,多岐,に渡って行われる。,たき
three,yomi,彼らは死者を,埋葬,した。,まいそう
three,yomi,壁には,通気孔,があいている。,つうきこう
three,yomi,頭が痛いので,鎮痛剤,を飲んだ。,ちんつうざい
three,yomi,,因縁,の深い二人。,いんねん
three,yomi,日本には一週間ほど,滞在,する。,たいざい
three,yomi,山林を,伐採,する。,ばっさい
three,yomi,,養豚,場で働いている。,ようとん
three,yomi,,完封,負けを喫してしまった。,かんぷう
three,yomi,手帳に足取りが,克明,に記されている。,こくめい
three,yomi,彼の申し出に気持ちが,揺れ,動いている。,ゆれ
three,yomi,同性なら,裸,を見られても構わない。,はだか
three,yomi,,邦人,男性が行方不明になっている。,ほうじん
three,yomi,新しい体制に,徐々,に移行していく。,じょじょ
three,yomi,,細胞,のサンプルを準備する。,さいぼう
three,yomi,今年度より,採択,されたプログラムだ。,さいたく
three,yomi,彼女は,魅惑,的な笑顔を向けた。,みわく
three,yomi,洋画より,邦画,が好きだ。,ほうが
three,yomi,,粘り,強い打撃が勝利につながった。,ねばり
three,yomi,風船に空気を入れて,膨らませる,。,ふくらませる
three,yomi,,零度,を下回ると水が凍ります。,れいど
three,yomi,,又,明日会いましょう。,また
three,yomi,毎日細かく,帳簿,をつける。,ちょうぼ
three,yomi,規模が,中堅,の会社。,ちゅうけん
three,yomi,山奥を,老婆,が一人で歩いていた。,ろうば
three,yomi,外部に,委託,した仕事だ。,いたく
three,yomi,,排他,的な態度はよくないよ。,はいた
three,yomi,彼らは一言一句もらすまいと,傾聴,した。,けいちょう
three,yomi,,彫刻,刀持ってくるの忘れた。,ちょうこく
three,yomi,我々の進路を,妨げる,ものは何もない。,さまたげる
three,yomi,犯人を,縛り,付ける。,しばり
three,yomi,子供は何でも興味を持つが、,飽き,やすい。,あき
three,yomi,私の申し出を,快諾,してくれた。,かいだく
three,yomi,,家畜,とともに移動する。,かちく
three,yomi,彼は,脅され,てやっていただけです。,おどされ
three,yomi,彼らは国王を,擁立,して戦った。,ようりつ
three,yomi,定住せずに,漂泊,している。,ひょうはく
three,yomi,彼は我が軍で,参謀,として働いている。,さんぼう
three,yomi,山の,崩落,があちこちで見られた。,ほうらく
three,yomi,船が,出帆,する。,しゅっぱん
three,yomi,,子豚,を育てる。,こぶた
three,yomi,自然界のバランスが,崩れた,。,くずれた
three,yomi,,陳腐,な文句しか言えない。,ちんぷ
three,yomi,雪山ではいつ,雪崩,が起きるかわからない。,なだれ
three,yomi,この道は,封鎖,されている。,ふうさ
three,yomi,彼女は平成の,歌姫,と呼ばれている。,うたひめ
three,yomi,下絵に,彩色,する。,さいしき
three,yomi,家中の,内紛,が長く続いた。,ないふん
three,yomi,,網膜,にレーザーを当てる。,もうまく
three,yomi,,寝癖,がなかなかなおらない。,ねぐせ
three,yomi,相談が,決裂,してしまった。,けつれつ
three,yomi,私の,画廊,では多くの古い名画を展示している。,がろう
three,yomi,手品はまるで,魔法,のようだ。,まほう
three,yomi,社会の為に,奉仕,活動をする。,ほうし
three,yomi,彼の権威の,失墜,は避けられない。,しっつい
three,yomi,,飽和,した食塩水だ。,ほうわ
three,yomi,彼女は部下から非常に,慕われ,ている。,したわれ
three,yomi,目の,錯覚,かと思ったよ。,さっかく
three,yomi,大きな船が,転覆,してしまった。,てんぷく
three,yomi,あの有名な武士は,隻眼,だったそうだ。,せきがん
three,yomi,その件をご,了承,ください。,りょうしょう
three,yomi,,河畔,で行われるイベントに出席する。,かはん
three,yomi,この出来事が物語後半への,伏線,となっている。,ふくせん
three,yomi,この場所は,訂正,しておいてください。,ていせい
three,yomi,彼らは互いに深く,恋慕,した。,れんぼ
three,yomi,彼には,潔癖,すぎるところがある。,けっぺき
three,yomi,空中に,楼閣,を築く。,ろうかく
three,yomi,旗を,掲げ,ながら入場してきた。,かかげ
three,yomi,,赤裸々,な過去を語られる。,せきらら
three,yomi,,驚く,べき成果をあげる。,おどろく
three,yomi,彼は世界中を,魅了,した。,みりょう
three,yomi,,篤志家,の寄付によって成立した。,とくしか
three,yomi,敵を,排除,する。,はいじょ
three,yomi,引き算にはマイナスの,符号,が用いられる。,ふごう
three,yomi,その件に関しては私は,清廉,潔白だ。,せいれん
three,yomi,,厘毛,の狂いもない。,りんもう
three,yomi,,邪推,するのはよそう。,じゃすい
three,yomi,カーテンのすき間から光が,漏れる,。,もれる
three,yomi,,勇敢,な兵士の姿であった。,ゆうかん
three,yomi,どさくさに,紛れて,逃げ出した。,まぎれて
three,yomi,,同伴,者がいない未成年は入場できない。,どうはん
three,yomi,小さな,帆船,だが乗り心地は良い。,はんせん
three,yomi,,藩校,の設立に協力した。,はんこう
three,yomi,ゆらゆらと水の上を,漂って,いる。,ただよって
three,yomi,彼の国は,滅んで,しまった。,ほろんで
three,yomi,データを,隠匿,しておく。,いんとく
three,yomi,,某,国を意識して軍備を強化する。,ぼう
three,yomi,罪人を,収監,する。,しゅうかん
three,yomi,,石碑,に刻まれた文章が読めない。,せきひ
three,yomi,自転車が,疾駆,していった。,しっく
three,yomi,森に,伏兵,を配置しておく。,ふくへい
three,yomi,子供は,粘土,で遊ぶのが好きだ。,ねんど
three,yomi,,苗床,の環境を調節する。,なえどこ
three,yomi,本当に,卑劣,な人だ。,ひれつ
three,yomi,,皇帝,として君臨する。,こうてい
three,yomi,今日は,検尿,の日だ。,けんにょう
three,yomi,この旅には危険が,伴う,。,ともなう
three,yomi,人の世の,悲哀,を感じる。,ひあい
three,yomi,他の,追随,を許さない。,ついずい
three,yomi,この庭は深山,幽谷,の趣がある。,ゆうこく
three,yomi,熱を与えると気体は,膨張,します。,ぼうちょう
two,kaki,日本全国を,網羅,する。,モウラ
two,kaki,長年保っていた,均衡,が破られる。,キンコウ
two,kaki,差別,撤廃,には賛成だ。,テッパイ
two,kaki,船が波に,翻弄,される。,ホンロウ
two,kaki,シャワーより,浴槽,に浸かるほうが好きだ。,ヨクソウ
two,kaki,医師に,処方箋,を書いてもらう。,ショホウセン
two,kaki,高価な,真珠,のネックレス。,シンジュ
two,kaki,ダムの,渇水,で水不足が深刻だ。,カッスイ
two,kaki,日本各地を,流浪,する。,ルロウ
two,kaki,プロ野球の,監督,を務める。,カントク
two,kaki,博物館に,恐竜,の化石が展示されている。,キョウリュウ
two,kaki,会社が,破綻,する。,ハタン
two,kaki,財界と政界の,癒着,は問題だ。,ユチャク
two,kaki,家事を手伝いお,駄賃,をねだる。,ダチン
two,kaki,,風鈴,は夏の風物詩だ。,フウリン
two,kaki,交通,渋滞,にはまる。,ジュウタイ
two,kaki,罪を犯しても,拷問,は避けるべきだ。,ゴウモン
two,kaki,,縄文,時代の土器が発見される。,ジョウモン
two,kaki,通気性に優れた,繊維,で作られた洋服。,センイ
two,kaki,,朕,は国家なり。,チン
two,kaki,本棚を,整頓,する。,セイトン
two,kaki,洗濯には,軟水,が適している。,ナンスイ
two,kaki,,滋味,に富む料理。,ジミ
two,kaki,,楽譜,は演奏に欠かせない。,ガクフ
two,kaki,当初の方針を,貫徹,する。,カンテツ
two,kaki,領土を,返還,する。,ヘンカン
two,kaki,スズメバチが,営巣,する。,エイソウ
two,kaki,交渉が,妥結,した。,ダケツ
two,kaki,新人を,懐柔,する。,カイジュウ
two,kaki,惨劇を,如実,に物語っている映像だ。,ニョジツ
two,kaki,大切な資料が,散逸,した。,サンイツ
two,kaki,,胸襟,を開いて語り合う。,キョウキン
two,kaki,職員の,処遇,改善を求める。,ショグウ
two,kaki,姉の家に,居候,する。,イソウロウ
two,kaki,自宅横に事務所を,併設,する。,ヘイセツ
two,kaki,海の風を,肌,で感じる。,ハダ
two,kaki,皮膚が,炎症,を起こした。,エンショウ
two,kaki,テーブルに食事を,配膳,する。,ハイゼン
two,kaki,,旦那,と一緒に出掛ける。,ダンナ
two,kaki,競争相手に,一矢,を報いる。,イッシ
two,kaki,,緻密,な調査が必要だ。,チミツ
two,kaki,,奈落,に落ちる。,ナラク
two,kaki,,謎,を解く。,ナゾ
two,kaki,雨上がりの空に,虹,がかかる。,ニジ
two,kaki,足首を,捻挫,した。,ネンザ
two,kaki,相手を,罵倒,する。,バトウ
two,kaki,金メダルが,剥奪,される。,ハクダツ
two,kaki,大雨で川が,氾濫,する。,ハンラン
two,kaki,,眉間,にしわを寄せる。,ミケン
two,kaki,事実を,隠蔽,する。,インペイ
two,kaki,あなたの座右の,銘,を教えてください。,メイ
two,kaki,,葛根湯,を飲む。,カッコントウ
two,kaki,,完璧,な演奏。,カンペキ
two,kaki,,崇高,な精神の持ち主。,スウコウ
two,kaki,,千羽鶴,を折る。,センバヅル
two,kaki,国旗を,掲揚,する。,ケイヨウ
two,kaki,パソコン用の,液晶,モニタを購入する。,エキショウ
two,kaki,,曖昧,な表現を避ける。,アイマイ
two,kaki,長年の,怨念,を晴らす。,オンネン
two,kaki,疑わしい相手に,鎌,をかける。,カマ
two,kaki,,傲岸,な性格をしている。,ゴウガン
two,kaki,知人の,訃報,に接する。,フホウ
two,kaki,,脊椎,の病気を治療する。,セキツイ
two,kaki,,霜柱,の上を歩く。,シモバシラ
two,kaki,金の,亡者,と呼ばれる。,モウジャ
two,kaki,趣味で,詩吟,を練習する。,シギン
two,kaki,首相,官邸,で会議が開かれた。,カンテイ
two,kaki,小説を,玩読,する。,ガンドク
two,kaki,輸送が,停頓,している。,テイトン
two,kaki,,怪奇,現象が起こる。,カイキ
two,kaki,この,屈辱,は一生忘れない。,クツジョク
two,kaki,植物の,種苗,。,シュビョウ
two,kaki,,脇腹,が痛い。,ワキバラ
two,kaki,,顎,を突き出す。,アゴ
two,kaki,初めて,歌舞伎,を観賞する。,カブキ
two,kaki,,駒,を進める。,コマ
two,kaki,放射線を,遮蔽,する。,シャヘイ
two,kaki,,涙腺,が緩む。,ルイセン
two,kaki,一枚の,便箋,。,ビンセン
two,kaki,,一献,傾ける。,イッコン
two,kaki,,茨城,に転勤する。,イバラキ
two,kaki,,花瓶,に水を注ぐ。,カビン
two,kaki,,勾配,を登る。,コウバイ
two,kaki,,罵言,を吐く。,バゲン
two,kaki,,養蜂場,を経営する。,ヨウホウジョウ
two,kaki,債権を,譲渡,する。,ジョウト
two,kaki,,礼節,をもって接する。,レイセツ
two,kaki,人生を,諦観,する。,テイカン
two,kaki,,虎口,を脱する。,ココウ
two,kaki,,雑巾,を絞る。,ゾウキン
two,kaki,,血痕,が付着していた。,ケッコン
two,kaki,松下村塾の,双璧,と称された。,ソウヘキ
two,kaki,扉を,施錠,する。,セジョウ
two,kaki,話に,色艶,を添える。,イロツヤ
two,kaki,,美貌,と知性をあわせ持つ女性。,ビボウ
two,kaki,めっきを,剥離,する。,ハクリ
two,kaki,今の生活はとても,充実,している。,ジュウジツ
two,kaki,債務を支払うように,督促,する。,トクソク
two,kaki,脳,梗塞,の予防方法。,コウソク
two,kaki,要人が,狙撃,される。,ソゲキ
two,kaki,このバスは運転手が,車掌,を兼任している。,シャショウ
two,kaki,保護者の,同伴,が必要だ。,ドウハン
two,kaki,,進捗,状況を確認する。,シンチョク
two,kaki,,亀裂,が生じる。,キレツ
two,kaki,故郷に,錦,を飾る。,ニシキ
two,kaki,,脱柵,した隊員。,ダッサク
two,kaki,,冷徹,な目。,レイテツ
two,kaki,,福祉,の仕事に就く。,フクシ
two,kaki,,旺然,たる憎悪を感じ始めた。,オウゼン
two,kaki,,鏡餅,を飾る。,カガミモチ
two,kaki,,親睦,を深める。,シンボク
two,kaki,,壮大,な夢を思い描く。,ソウダイ
two,kaki,その植物には,地下茎,がある。,チカケイ
two,kaki,,喉元,過ぎれば熱さを忘れる。,ノドモト
two,kaki,,弊社,の製品のご紹介です。,ヘイシャ
two,kaki,物見,遊山,に出かける。,ユサン
two,kaki,,緊迫,した空気に包まれる。,キンパク
two,kaki,意味のない数字の,羅列,にすぎない。,ラレツ
two,kaki,自然豊かで,酪農,が盛んだ。,ラクノウ
two,kaki,,漆,は塗料のほか接着剤としても用いられる。,ウルシ
two,kaki,カーテンの,裾,。,スソ
two,kaki,腕を,脱臼,する。,ダッキュウ
two,kaki,材料を,竹串,に刺す。,タケグシ
two,kaki,,全幅,の信頼を寄せる。,ゼンプク
two,kaki,ブドウを,発酵,させる。,ハッコウ
two,kaki,,開襟,シャツを着る。,カイキン
two,kaki,,苛烈,な戦いを繰り広げる。,カレツ
two,kaki,企業熱が,勃興,した。,ボッコウ
two,kaki,将来を,憂惧,する。,ユウグ
two,kaki,人を,軽蔑,してはいけない。,ケイベツ
two,kaki,戦争によって,荒廃,した土地。,コウハイ
two,kaki,道理を,会得,する。,エトク
two,kaki,全体を,包括,して扱う。,ホウカツ
two,kaki,敵に,勇敢,に立ち向かう。,ユウカン
two,kaki,,刹那,主義の若輩。,セツナ
two,kaki,,凄惨,な戦い。,セイサン
two,kaki,犬は鋭い,嗅覚,を持っている。,キュウカク
two,kaki,犯罪者の,巣窟,。,ソウクツ
two,kaki,,呪縛,を解く。,ジュバク
two,kaki,,和睦,を申し出る。,ワボク
two,kaki,ご意見を,頂戴,しました。,チョウダイ
two,kaki,ご,利益,がある神社。,リヤク
two,kaki,自然の恵みを,享受,する。,キョウジュ
two,kaki,,牙,を研ぐ。,キバ
two,kaki,,愚昧,な連中。,グマイ
two,kaki,つまらない事に,拘泥,しない。,コウデイ
two,kaki,息子を,懇々（懇懇）,と諭す。,コンコン
two,kaki,堂々たる,風貌,。,フウボウ
two,kaki,友人を招いて,祝宴,を開く。,シュクエン
two,kaki,,既成,事実を作る。,キセイ
two,kaki,今回の台風は,甚大,な被害をもたらした。,ジンダイ
two,kaki,,手頃,な値段。,テゴロ
two,kaki,息子を,溺愛,する。,デキアイ
two,kaki,,痕跡,が残っている。,コンセキ
two,kaki,否定派が,肯定,派を上回る。,コウテイ
two,kaki,,辛辣,な言葉。,シンラツ
two,kaki,登山時は,雪渓,に注意が必要だ。,セッケイ
two,kaki,発言を,撤回,する。,テッカイ
two,kaki,,砂嵐,に襲われる。,スナアラシ
two,kaki,ホルモンが,分泌,される。,ブンピツ
two,kaki,,緻密,な計画を立てる。,チミツ
two,kaki,船は,右舷,に傾いた。,ウゲン
two,kaki,,便宜,を図る。,ベンギ
two,kaki,,茨,の道を行く。,イバラ
two,kaki,水酸化ナトリウムは,苛性,ソーダとも呼ばれる。,カセイ
two,kaki,,鎌首,をもたげる。,カマクビ
two,kaki,銀行から,金塊,が盗まれた。,キンカイ
two,kaki,野生の,猿,に出会う。,サル
two,kaki,,春秋,に富む。,シュンジュウ
two,kaki,見知らぬ男達に,拉致,される。,ラチ
two,kaki,身分の低い,侍,。,サムライ
two,kaki,,楽譜,を見ながらピアノを弾く。,ガクフ
two,kaki,理論を,実践,に移す。,ジッセン
two,kaki,,閑却,できない状況。,カンキャク
two,kaki,,出藍,の誉れ高い弟子。,シュツラン
two,kaki,,両雄,並び立たず。,リョウユウ
two,kaki,,慈悲,深い人。,ジヒ
two,kaki,,乾麺,を製造する。,カンメン
two,kaki,資金集めに,狂奔,する。,キョウホン
two,kaki,,不遜,な態度。,フソン
two,kaki,御,叱正,を仰ぐ。,シッセイ
two,kaki,多くの,負債,を抱える。,フサイ
two,kaki,,爪牙,となって働く。,ソウガ
two,kaki,株価が,急騰,した。,キュウトウ
two,kaki,優れた,洞察,力を持っている。,ドウサツ
two,kaki,真実を知る,由,も無い。,ヨシ
two,kaki,,骸骨,のようにやせ細っている。,ガイコツ
two,kaki,子供たちの,憧憬,の的となる。,ショウケイ
two,kaki,,咽喉,を痛める。,インコウ
two,kaki,,廃屋,同然の建物。,ハイオク
two,kaki,子どもたちが集まって,童歌,を歌う。,ワラベウタ
two,kaki,,偽,の名前を名乗る。,ニセ
two,kaki,土日は工場が,稼働,していない。,カドウ
two,kaki,,寸隙,を狙う。,スンゲキ
two,kaki,レーダーで飛行機を,捕捉,する。,ホソク
two,kaki,,闇夜,に目あり。,ヤミヨ
two,kaki,友人との間に,間隙,が生じた。,カンゲキ
two,kaki,,老婆心,ながら申し上げます。,ロウバシン
two,kaki,海底から船の,残骸,が引き上げられた。,ザンガイ
two,kaki,賃金を,遡及,して支払う。,ソキュウ
two,kaki,,沃野,で作物を育てる。,ヨクヤ
two,kaki,,股関節,が痛い。,コカンセツ
two,kaki,時間の都合で,割愛,する。,カツアイ
two,kaki,,采配,を振る。,サイハイ
two,kaki,障害物を避けるために,旋回,する。,センカイ
two,kaki,,暖炉,の残り火。,ダンロ
two,kaki,,盲亀,の浮木。,モウキ
two,kaki,地獄の,沙汰,も金次第。,サタ
two,kaki,,骨髄,を移植する。,コツズイ
two,kaki,,墨,と筆を用いて文字を書く。,スミ
two,kaki,国家の,重鎮,。,ジュウチン
two,kaki,,三角巾,を使った応急処置。,サンカクキン
two,kaki,,焼酎,を飲んだ。,ショウチュウ
two,kaki,,土壇場,での大逆転。,ドタンバ
two,kaki,,貪欲,な姿勢。,ドンヨク
two,kaki,アイドルの恋愛は,御法度,だ。,ゴハット
two,kaki,食物を,玩味,する。,ガンミ
two,kaki,火事の原因は,漏電,だった。,ロウデン
two,kaki,生活の,窮状,を訴える。,キュウジョウ
two,kaki,大声で,脅嚇,する。,キョウカク
two,kaki,毎日,稽古,に励む。,ケイコ
two,kaki,,浄瑠璃,を語る。,ジョウルリ
two,kaki,,妖艶,な女性。,ヨウエン
two,kaki,ピアノの,伴奏,に合わせて歌う。,バンソウ
two,kaki,,煎餅,を二つに割る。,センベイ
two,kaki,フェリーで,愛媛,に行く。,エヒメ
two,kaki,,蜜月,旅行に行く。,ミツゲツ
two,kaki,,冥土,の道に王はなし。,メイド
two,kaki,遠い,親戚,より近くの他人。,シンセキ
two,kaki,,媒酌,の労をとる。,バイシャク
two,kaki,,失踪,事件を調査する。,シッソウ
two,kaki,,荘重,な式典。,ソウチョウ
two,kaki,,羨望,を集める。,センボウ
two,kaki,一年の計は,元旦,にあり。,ガンタン
two,kaki,方針を,詮議,する。,センギ
two,kaki,,臆面,もなく話す。,オクメン
two,kaki,新機能を,搭載,した携帯電話。,トウサイ
two,kaki,死ぬか生きるかの,瀬戸際,だ。,セトギワ
two,kaki,商品にラベルを,貼付,する。,チョウフ
two,kaki,,未曽有,の大事故。,ミゾウ
two,kaki,話はいよいよ,佳境,に入った。,カキョウ
two,kaki,,象牙,の塔。,ゾウゲ
two,kaki,精神を,陶冶,する。,トウヤ
two,kaki,予定の飛行機に,搭乗,できなかった。,トウジョウ
two,kaki,後輩を,叱責,する。,シッセキ
two,kaki,他国と比べても,遜色,のない基準である。,ソンショク
two,kaki,特徴が,顕著,に現れる。,ケンチョ
two,kaki,,施主,と業者。,セシュ
two,kaki,外交文書に,国璽,が押される。,コクジ
two,kaki,,地獄,のような日々を送る。,ジゴク
two,kaki,君主に,拝謁,する。,ハイエツ
two,kaki,川に落ちて,溺死,する。,デキシ
two,kaki,動力の伝達量を,漸増,させる。,ゼンゾウ
two,kaki,,疑惧,の念を抱く。,ギグ
two,kaki,制度は既に,形骸化,している。,ケイガイカ
two,kaki,薄暗い,洞窟,。,ドウクツ
two,kaki,,苛辣,な反論。,カラツ
two,kaki,人を,愚弄,する。,グロウ
two,kaki,,裁縫,箱から針と糸を取り出す。,サイホウ
two,kaki,あの話は,眉唾物,だ。,マユツバモノ
two,kaki,名誉を,毀損,する。,キソン
two,kaki,悪貨は良貨を,駆逐,する。,クチク
two,kaki,損失を,補填,する。,ホテン
two,kaki,たくさんの小さな,斑点,。,ハンテン
two,kaki,指摘を,真摯,に受け止める。,シンシ
two,kaki,消毒のために,煮沸,した。,シャフツ
two,kaki,悪者の,餌食,になる。,エジキ
two,kaki,,豊沃,な土地。,ホウヨク
two,kaki,厳しく,叱責,する。,シッセキ
two,kaki,,弥生,時代の土器。,ヤヨイ
two,kaki,,滑稽,な態度。,コッケイ
two,kaki,激しい,嫌悪,を感じる。,ケンオ
two,kaki,,粛然,とした雰囲気。,シュクゼン
two,kaki,,誓約書,にサインする。,セイヤクショ
two,kaki,馬を,手綱,で引く。,タヅナ
two,kaki,子どもに,箸,の持ち方を教える。,ハシ
two,kaki,成功を,渇望,する。,カツボウ
two,kaki,日本の歴史を,汎説,する。,ハンセツ
two,kaki,有害物質による,土壌,の汚染が深刻化している。,ドジョウ
two,kaki,,稚拙,な考え方しかできない。,チセツ
two,kaki,銃の,筒先,。,ツツサキ
two,kaki,,醜悪,な争いが後を絶たない。,シュウアク
two,kaki,作家になる夢を,諦念,した。,テイネン
two,kaki,,年端,もいかない子ども。,トシハ
two,kaki,,宛先,を確認する。,アテサキ
two,kaki,,煎茶,を飲む。,センチャ
two,kaki,出産祝いに,産着,を送る。,ウブギ
two,kaki,,所詮,そんなものだ。,ショセン
two,kaki,,呪文,を唱える。,ジュモン
two,kaki,険しい,崖,に登る。,ガケ
two,kaki,里芋の,茎,。,クキ
two,kaki,三週間の入院で,平癒,した。,ヘイユ
two,kaki,,喝采,を浴びる。,カッサイ
two,kaki,相手のマナーの悪さに,幻滅,した。,ゲンメツ
two,kaki,将軍に,謁見,する。,エッケン
two,kaki,,葛藤,が生じる。,カットウ
two,kaki,,風情,のある古民家。,フゼイ
two,kaki,,姻戚,関係による兄弟。,インセキ
two,kaki,,目尻,を下げる。,メジリ
two,kaki,記事を,抄訳,する。,ショウヤク
two,kaki,物事の,全貌,を明らかにする。,ゼンボウ
two,kaki,本に,索引,をつける。,サクイン
two,kaki,,寡聞,にして存じません。,カブン
two,kaki,神社に,参詣,する。,サンケイ
two,kaki,,爪先,で立つ。,ツマサキ
two,kaki,,冶金学,を学ぶ。,ヤキンガク
two,kaki,名前の入力は,必須,項目である。,ヒッス
two,kaki,戦いの,火蓋,を切る。,ヒブタ
two,kaki,生涯の,伴侶,。,ハンリョ
two,kaki,大仏の表面は,緑青,に覆われている。,ロクショウ
two,kaki,戦争の,渦中,に巻き込まれる。,カチュウ
two,kaki,,頬桁,をたたく。,ホオゲタ
two,kaki,優勝旗を,奪還,する。,ダッカン
two,kaki,,倫理,に反する行為。,リンリ
two,kaki,,亜熱帯,の湿った空気。,アネッタイ
two,kaki,,頑健,な身体を持っている。,ガンケン
two,kaki,,危惧,の念を抱く。,キグ
two,kaki,,血眼,になって探す。,チマナコ
two,kaki,,膝,を曲げると痛い。,ヒザ
two,kaki,,怨恨,による事件と判明した。,エンコン
two,kaki,情報を集めて,吟味,する。,ギンミ
two,kaki,,尻餅,をつく。,シリモチ
two,kaki,敵軍の,牙城,に迫る。,ガジョウ
two,kaki,,魔窟,に足を踏み入れた。,マクツ
two,kaki,内閣の,瓦解,。,ガカイ
two,kaki,,書棚,に本を戻す。,ショダナ
two,kaki,貴重な資源を,浪費,してはいけない。,ロウヒ
two,kaki,,俳諧,の編著。,ハイカイ
two,kaki,,豪華,な夕食を食べる。,ゴウカ
two,kaki,世界一周の,壮図,を抱く。,ソウト
two,kaki,経営は,丼勘定,では成功しない。,ドンブリカンジョウ
two,kaki,,寂,として声なし。,セキ
two,kaki,国家の,安泰,を願う。,アンタイ
two,kaki,,腫瘍,を取り除く手術を受ける。,シュヨウ
two,kaki,川辺に,蚊柱,が立つ。,カバシラ
two,kaki,,空隙,を埋める。,クウゲキ
two,kaki,費用を,捻出,する。,ネンシュツ
two,kaki,,旺盛,な食欲。,オウセイ
two,kaki,悪党を,征伐,する。,セイバツ
two,kaki,一族の長老として,尊崇,を集める。,ソンスウ
two,kaki,,羞悪,の心。,シュウオ
two,kaki,窓を閉めて,遮音,する。,シャオン
two,kaki,,礎,を築いた人物。,イシズエ
two,kaki,法令を,改廃,する。,カイハイ
two,kaki,,比喩,的な言葉。,ヒユ
two,kaki,途中で,挫折,する。,ザセツ
two,kaki,,賭博,は禁止されている。,トバク
two,kaki,,舌鼓,を打つ。,シタツヅミ
two,kaki,,鍵穴,を隠す。,カギアナ
two,kaki,師の,薫陶,を受ける。,クントウ
two,kaki,仏道に,帰依,する。,キエ
two,kaki,,顎関節,症を治療する。,ガクカンセツ
